id action timestamp GameID
56 start 1241689620 eSports
56 end 1241689788 null
56 start 1241689800 RPG/Strategy
56 end 1241691054 null
56 start 1241691060 RPG/Strategy
56 end 1241706179 null
56 start 1241706180 Co-Op
56 end 1241706311 null
41 start 1241706420 MMORPG
56 start 1241706960 eSports
56 end 1241707424 null
41 end 1241707850 null
116 start 1241708280 eSports
41 start 1241708340 Co-Op
39 start 1241709060 Others
39 end 1241710697 null
113 start 1241712120 Co-Op
9 start 1241713800 eSports
7 start 1241714160 eSports
8 start 1241714640 eSports
112 start 1241714820 RPG/Strategy
39 start 1241714880 eSports
113 end 1241714965 null
53 start 1241715360 Survival
91 start 1241715540 eSports
82 start 1241717520 Co-Op
90 start 1241718000 eSports
11 start 1241718180 Co-Op
82 end 1241718404 null
13 start 1241718480 eSports
13 end 1241718551 null
13 start 1241718600 eSports
8 end 1241718849 null
111 start 1241720700 eSports
82 start 1241720760 Survival
91 end 1241722042 null
91 start 1241722080 eSports
53 end 1241722269 null
91 end 1241722314 null
91 start 1241722320 Co-Op
113 start 1241722440 eSports
39 end 1241725023 null
90 end 1241725631 null
90 start 1241725800 MMORPG
90 end 1241726622 null
91 end 1241730694 null
39 start 1241730960 eSports
41 end 1241731004 null
41 start 1241731320 FPS
116 end 1241731349 null
112 end 1241731361 null
41 end 1241731464 null
43 start 1241731560 eSports
7 end 1241731993 null
7 start 1241732100 eSports
113 end 1241732461 null
57 start 1241732520 Co-Op
43 end 1241733934 null
9 end 1241733988 null
8 start 1241734260 eSports
84 start 1241734320 eSports
13 end 1241734457 null
57 end 1241734875 null
41 start 1241735220 eSports
41 end 1241735356 null
84 end 1241735372 null
41 start 1241735400 eSports
41 end 1241735580 null
91 start 1241735820 eSports
11 end 1241736027 null
56 start 1241736300 Others
82 end 1241736455 null
53 start 1241736600 eSports
111 end 1241736635 null
53 end 1241736745 null
91 end 1241737873 null
39 end 1241738512 null
8 end 1241739426 null
56 end 1241742079 null
8 start 1241744820 FPS
53 start 1241745180 FPS
8 end 1241745269 null
7 end 1241749235 null
53 end 1241749966 null
53 start 1241749980 eSports
53 end 1241750593 null
116 start 1241764020 eSports
116 end 1241764350 null
115 start 1241766060 Others
113 start 1241766540 eSports
113 end 1241767275 null
113 start 1241767380 RPG/Strategy
115 end 1241767538 null
115 start 1241767560 Co-Op
113 end 1241767958 null
113 start 1241767980 Survival
115 end 1241768947 null
116 start 1241769480 eSports
116 end 1241769480 null
116 start 1241769540 eSports
116 end 1241769727 null
116 start 1241769780 FPS
113 end 1241771109 null
115 start 1241771580 eSports
116 end 1241772435 null
116 start 1241772480 Others
56 start 1241773020 Survival
56 end 1241773106 null
56 start 1241773140 eSports
116 end 1241773239 null
56 end 1241773307 null
112 start 1241773920 eSports
115 end 1241774241 null
56 start 1241774280 eSports
56 end 1241774294 null
43 start 1241774340 eSports
56 start 1241774700 eSports
43 end 1241776024 null
56 end 1241776125 null
56 start 1241776140 eSports
113 start 1241776200 eSports
113 end 1241776210 null
84 start 1241776440 eSports
113 start 1241776560 Others
113 end 1241776574 null
115 start 1241776980 eSports
113 start 1241777100 eSports
112 end 1241777229 null
115 end 1241777356 null
116 start 1241777400 Co-Op
84 end 1241777631 null
84 start 1241777700 RPG/Strategy
116 end 1241777947 null
82 start 1241778060 Co-Op
39 start 1241778240 MMORPG
39 end 1241778240 null
115 start 1241779020 RPG/Strategy
84 end 1241779118 null
115 end 1241779589 null
39 start 1241779740 MMORPG
9 start 1241779800 eSports
113 end 1241780088 null
113 start 1241780400 RPG/Strategy
115 start 1241780880 eSports
112 start 1241781960 eSports
43 start 1241782560 Others
82 end 1241784066 null
39 end 1241784410 null
112 end 1241784786 null
11 start 1241785080 Others
13 start 1241785140 Survival
80 start 1241785440 eSports
115 end 1241785570 null
56 end 1241786642 null
113 end 1241787973 null
11 end 1241788289 null
9 end 1241788316 null
